theta,n_BE_pred,n_obs,D_pred,D_obs,gbar_log,gobs_log
0.624323,1.153427,2.388442,2.153427,3.388442,-10.3300,-9.8000
0.543763,1.384129,2.715352,2.384129,3.715352,-10.4500,-9.8800
0.473597,1.650817,2.981072,2.650817,3.981072,-10.5700,-9.9700
0.422094,1.904210,3.073803,2.904210,4.073803,-10.6700,-10.0600
0.380548,2.159426,3.265795,3.159426,4.265795,-10.7600,-10.1300
0.343091,2.443213,3.570882,3.443213,4.570882,-10.8500,-10.1900
0.316526,2.685631,3.897788,3.685631,4.897788,-10.9200,-10.2300
0.295399,2.909830,4.128614,3.909830,5.128614,-10.9800,-10.2700
0.272527,3.192045,4.623413,4.192045,5.623413,-11.0500,-10.3000
0.254337,3.452965,5.165950,4.452965,6.165950,-11.1100,-10.3200
0.237361,3.732753,5.606934,4.732753,6.606934,-11.1700,-10.3500
0.292018,2.948749,8.772372,3.948749,9.772372,-10.9900,-10.0000
0.305780,2.795765,6.079458,3.795765,7.079458,-10.9500,-10.1000
0.302280,2.833343,5.309573,3.833343,6.309573,-10.9600,-10.1600
0.288675,2.988125,4.495409,3.988125,5.495409,-11.0000,-10.2600
0.257282,3.408202,4.623413,4.408202,5.623413,-11.1000,-10.3500
0.242890,3.637313,4.495409,4.637313,5.495409,-11.1500,-10.4100
0.226678,3.930418,4.754399,4.930418,5.754399,-11.2100,-10.4500
0.202027,4.466658,5.606934,5.466658,6.606934,-11.3100,-10.4900
0.204366,4.410192,4.888437,5.410192,5.888437,-11.3000,-10.5300
0.202027,4.466658,4.623413,5.466658,5.623413,-11.3100,-10.5600
0.190726,4.759014,4.888437,5.759014,5.888437,-11.3600,-10.5900
0.180057,5.068802,5.165950,6.068802,6.165950,-11.4100,-10.6200
0.180057,5.068802,4.754399,6.068802,5.754399,-11.4100,-10.6500
0.177996,5.132940,4.495409,6.132940,5.495409,-11.4200,-10.6800
0.218982,4.084809,2.630781,5.084809,3.630781,-11.2400,-10.6800
0.206733,4.354377,3.168694,5.354377,4.168694,-11.2900,-10.6700
0.169985,5.397047,4.754399,6.397047,5.754399,-11.4600,-10.7000
0.144680,6.423844,6.079458,7.423844,7.079458,-11.6000,-10.7500
0.096696,9.849726,26.542287,10.849726,27.542287,-11.9500,-10.5100
0.120340,7.819827,19.417379,8.819827,20.417379,-11.7600,-10.4500
0.116254,8.111511,17.620871,9.111511,18.620871,-11.7900,-10.5200
0.146356,6.344865,10.220185,7.344865,11.220185,-11.5900,-10.5400
0.146356,6.344865,9.232930,7.344865,10.232930,-11.5900,-10.5800
0.148050,6.266793,8.549926,7.266793,9.549926,-11.5800,-10.6000
0.166115,5.533755,6.079458,6.533755,7.079458,-11.4800,-10.6300
0.192934,4.699180,4.128614,5.699180,5.128614,-11.3500,-10.6400
0.202027,4.466658,3.365158,5.466658,4.365158,-11.3100,-10.6700
0.197428,4.581572,3.168694,5.581572,4.168694,-11.3300,-10.7100
0.192934,4.699180,2.981072,5.699180,3.981072,-11.3500,-10.7500
0.184251,4.942730,2.981072,5.942730,3.981072,-11.3900,-10.7900
0.282104,3.068268,2.630781,4.068268,3.630781,-11.0200,-10.4600
0.240110,3.684756,4.011872,4.684756,5.011872,-11.1600,-10.4600
0.204366,4.410192,4.623413,5.410192,5.623413,-11.3000,-10.5500
0.160476,5.744839,5.760830,6.744839,6.760830,-11.5100,-10.6800
0.323899,2.614328,2.715352,3.614328,3.715352,-10.9000,-10.3300
0.355148,2.345261,1.884032,3.345261,2.884032,-10.8200,-10.3600
0.355148,2.345261,3.073803,3.345261,4.073803,-10.8200,-10.2100
0.347064,2.410178,3.073803,3.410178,4.073803,-10.8400,-10.2300
0.335281,2.510458,3.897788,3.510458,4.897788,-10.8700,-10.1800
0.278875,3.109047,3.073803,4.109047,4.073803,-11.0300,-10.4200
0.254337,3.452965,2.715352,4.452965,3.715352,-11.1100,-10.5400
0.211548,4.244671,3.265795,5.244671,4.265795,-11.2700,-10.6400
0.298820,2.871363,4.011872,3.871363,5.011872,-10.9700,-10.2700
0.240110,3.684756,6.079458,4.684756,7.079458,-11.1600,-10.3100
0.211548,4.244671,6.943282,5.244671,7.943282,-11.2700,-10.3700
0.197428,4.581572,6.943282,5.581572,7.943282,-11.3300,-10.4300
0.195168,4.640035,5.760830,5.640035,6.760830,-11.3400,-10.5100
0.190726,4.759014,5.760830,5.759014,6.760830,-11.3600,-10.5300
0.188543,4.819545,5.456542,5.819545,6.456542,-11.3700,-10.5600
0.182142,5.005401,5.309573,6.005401,6.309573,-11.4000,-10.6000
0.180057,5.068802,4.888437,6.068802,5.888437,-11.4100,-10.6400
0.171953,5.329870,4.754399,6.329870,5.754399,-11.4500,-10.6900
0.169985,5.397047,4.623413,6.397047,5.623413,-11.4600,-10.7100
0.160476,5.744839,4.754399,6.744839,5.754399,-11.5100,-10.7500
0.148050,6.266793,5.309573,7.266793,6.309573,-11.5800,-10.7800
0.139769,6.666330,5.165950,7.666330,6.165950,-11.6300,-10.8400
0.133478,7.002997,5.165950,8.002997,6.165950,-11.6700,-10.8800
0.126011,7.446296,5.918310,8.446296,6.918310,-11.7200,-10.8800
0.118962,7.915935,6.585776,8.915935,7.585776,-11.7700,-10.8900
0.111022,8.516467,7.511380,9.516467,8.511380,-11.8300,-10.9000
0.103612,9.160040,7.511380,10.160040,8.511380,-11.8900,-10.9600
0.097816,9.731439,8.549926,10.731439,9.549926,-11.9400,-10.9600
6.031278,0.002408,-0.168236,1.002408,0.831764,-8.3600,-8.4400
3.201912,0.042410,-0.045007,1.042410,0.954993,-8.9100,-8.9300
2.215182,0.122503,0.071519,1.122503,1.071519,-9.2300,-9.2000
1.719528,0.218250,0.230269,1.218250,1.230269,-9.4500,-9.3600
1.397685,0.328318,0.412538,1.328318,1.412538,-9.6300,-9.4800
1.176006,0.446150,0.659587,1.446150,1.659587,-9.7800,-9.5600
1.012533,0.570592,0.862087,1.570592,1.862087,-9.9100,-9.6400
0.892091,0.694335,1.089296,1.694335,2.089296,-10.0200,-9.7000
0.795077,0.823308,1.238721,1.823308,2.238721,-10.1200,-9.7700
0.716819,0.954282,1.344229,1.954282,2.344229,-10.2100,-9.8400
0.653747,1.083740,1.511886,2.083740,2.511886,-10.2900,-9.8900
0.596224,1.226616,1.691535,2.226616,2.691535,-10.3700,-9.9400
0.550059,1.363595,1.951209,2.363595,2.951209,-10.4400,-9.9700
0.507469,1.512673,2.162278,2.512673,3.162278,-10.5100,-10.0100
0.479081,1.627099,2.311311,2.627099,3.311311,-10.5600,-10.0400
0.447105,1.773747,2.548134,2.773747,3.548134,-10.6200,-10.0700
0.417263,1.931244,2.890451,2.931244,3.890451,-10.6800,-10.0900
0.393921,2.071321,3.073803,3.071321,4.073803,-10.7300,-10.1200
0.823018,0.782863,0.584893,1.782863,1.584893,-10.0900,-9.8900
0.795077,0.823308,0.584893,1.823308,1.584893,-10.1200,-9.9200
0.768085,0.865325,0.621810,1.865325,1.621810,-10.1500,-9.9400
0.750601,0.894236,0.698244,1.894236,1.698244,-10.1700,-9.9400
0.742009,0.908966,0.698244,1.908966,1.698244,-10.1800,-9.9500
0.733516,0.923883,0.778279,1.923883,1.778279,-10.1900,-9.9400
0.750601,0.894236,0.698244,1.894236,1.698244,-10.1700,-9.9400
0.759293,0.879689,0.698244,1.879689,1.698244,-10.1600,-9.9300
0.759293,0.879689,0.659587,1.879689,1.659587,-10.1600,-9.9400
0.733516,0.923883,0.862087,1.923883,1.862087,-10.1900,-9.9200
0.716819,0.954282,0.949845,1.954282,1.949845,-10.2100,-9.9200
0.700502,0.985451,0.949845,1.985451,1.949845,-10.2300,-9.9400
0.684557,1.017405,0.905461,2.017405,1.905461,-10.2500,-9.9700
0.668974,1.050162,0.949845,2.050162,1.949845,-10.2700,-9.9800
0.653747,1.083740,0.995262,2.083740,1.995262,-10.2900,-9.9900
0.631552,1.135683,1.187762,2.135683,2.187762,-10.3200,-9.9800
0.617176,1.171390,1.511886,2.171390,2.511886,-10.3400,-9.9400
0.603128,1.207982,1.398833,2.207982,2.398833,-10.3600,-9.9800
0.582652,1.264572,1.570396,2.264572,2.570396,-10.3900,-9.9800
0.562872,1.323264,1.754229,2.323264,2.754229,-10.4200,-9.9800
0.543763,1.384129,1.691535,2.384129,2.691535,-10.4500,-10.0200
0.479081,1.627099,1.691535,2.627099,2.691535,-10.5600,-10.1300
0.384954,2.129710,1.754229,3.129710,2.754229,-10.7500,-10.3100
0.355148,2.345261,1.630268,3.345261,2.630268,-10.8200,-10.4000
0.331443,2.544676,1.570396,3.544676,2.570396,-10.8800,-10.4700
2.543369,0.085306,-0.241422,1.085306,0.758578,-9.1100,-9.2300
2.428899,0.096652,-0.205672,1.096652,0.794328,-9.1500,-9.2500
2.346440,0.105839,-0.187169,1.105839,0.812831,-9.1800,-9.2700
2.189825,0.126045,-0.168236,1.126045,0.831764,-9.2400,-9.3200
2.043663,0.148835,-0.148862,1.148835,0.851138,-9.3000,-9.3700
1.951683,0.165548,-0.129036,1.165548,0.870964,-9.3400,-9.4000
1.821417,0.193027,-0.087989,1.193027,0.912011,-9.4000,-9.4400
1.719528,0.218250,-0.066746,1.218250,0.933254,-9.4500,-9.4800
1.532531,0.275491,0.023293,1.275491,1.023293,-9.5500,-9.5400
1.334779,0.357250,0.148154,1.357250,1.148154,-9.6700,-9.6100
1.217333,0.420492,0.174898,1.420492,1.174898,-9.7500,-9.6800
1.110221,0.491394,0.258925,1.491394,1.258925,-9.8300,-9.7300
1.024258,0.560215,0.318257,1.560215,1.318257,-9.9000,-9.7800
0.955893,0.624612,0.380384,1.624612,1.380384,-9.9600,-9.8200
0.892091,0.694335,0.412538,1.694335,1.412538,-10.0200,-9.8700
0.842189,0.756749,0.445440,1.756749,1.445440,-10.0700,-9.9100
0.795077,0.823308,0.479108,1.823308,1.479108,-10.1200,-9.9500
0.750601,0.894236,0.513561,1.894236,1.513561,-10.1700,-9.9900
0.725119,0.938987,0.548817,1.938987,1.548817,-10.2000,-10.0100
0.692483,1.001329,0.621810,2.001329,1.621810,-10.2400,-10.0300
0.668974,1.050162,0.659587,2.050162,1.659587,-10.2700,-10.0500
0.638865,1.118155,0.737801,2.118155,1.737801,-10.3100,-10.0700
0.610112,1.189574,0.862087,2.189574,1.862087,-10.3500,-10.0800
0.582652,1.264572,0.905461,2.264572,1.905461,-10.3900,-10.1100
0.556429,1.343308,0.995262,2.343308,1.995262,-10.4300,-10.1300
0.537538,1.404913,1.041738,2.404913,2.041738,-10.4600,-10.1500
0.513345,1.490600,1.187762,2.490600,2.187762,-10.5000,-10.1600
0.490241,1.580505,1.290868,2.580505,2.290868,-10.5400,-10.1800
0.473597,1.650817,1.398833,2.650817,2.398833,-10.5700,-10.1900
0.452282,1.748572,1.570396,2.748572,2.570396,-10.6100,-10.2000
0.436927,1.825005,1.570396,2.825005,2.570396,-10.6400,-10.2300
0.422094,1.904210,1.630268,2.904210,2.630268,-10.6700,-10.2500
0.407764,1.986283,1.818383,2.986283,2.818383,-10.7000,-10.2500
0.393921,2.071321,1.884032,3.071321,2.884032,-10.7300,-10.2700
0.380548,2.159426,2.090295,3.159426,3.090295,-10.7600,-10.2700
0.367629,2.250703,2.090295,3.250703,3.090295,-10.7900,-10.3000
7.420093,0.000599,-0.397440,1.000599,0.602560,-8.1800,-8.4000
3.238988,0.040803,-0.223753,1.040803,0.776247,-8.9000,-9.0100
2.240832,0.119031,-0.066746,1.119031,0.933254,-9.2200,-9.2500
1.885426,0.178918,0.122018,1.178918,1.122018,-9.3700,-9.3200
1.642137,0.240027,0.047129,1.240027,1.047129,-9.4900,-9.4700
1.480503,0.294537,0.071519,1.294537,1.071519,-9.5800,-9.5500
1.397685,0.328318,0.122018,1.328318,1.122018,-9.6300,-9.5800
1.350235,0.349854,0.047129,1.349854,1.047129,-9.6600,-9.6400
1.304396,0.372375,0.096478,1.372375,1.096478,-9.6900,-9.6500
1.245688,0.403987,0.096478,1.403987,1.096478,-9.7300,-9.6900
1.189623,0.437475,0.202264,1.437475,1.202264,-9.7700,-9.6900
1.149236,0.463869,0.288250,1.463869,1.288250,-9.8000,-9.6900
1.123077,0.482091,0.348963,1.482091,1.348963,-9.8200,-9.6900
1.097512,0.500826,0.412538,1.500826,1.412538,-9.8400,-9.6900
1.084949,0.510389,0.380384,1.510389,1.380384,-9.8500,-9.7100
1.072530,0.520085,0.348963,1.520085,1.348963,-9.8600,-9.7300
1.036118,0.549977,0.380384,1.549977,1.380384,-9.8900,-9.7500
1.000943,0.581109,0.412538,1.581109,1.412538,-9.9200,-9.7700
0.966962,0.613519,0.412538,1.613519,1.412538,-9.9500,-9.8000
0.944951,0.635854,0.445440,1.635854,1.445440,-9.9700,-9.8100
0.912871,0.670482,0.412538,1.670482,1.412538,-10.0000,-9.8500
0.881880,0.706496,0.479108,1.706496,1.479108,-10.0300,-9.8600
0.842189,0.756749,0.548817,1.756749,1.548817,-10.0700,-9.8800
0.804284,0.809654,0.584893,1.809654,1.584893,-10.1100,-9.9100
0.776979,0.851142,0.621810,1.851142,1.621810,-10.1400,-9.9300
0.759293,0.879689,0.584893,1.879689,1.584893,-10.1600,-9.9600
0.742009,0.908966,0.584893,1.908966,1.584893,-10.1800,-9.9800
0.716819,0.954282,0.584893,1.954282,1.584893,-10.2100,-10.0100
0.692483,1.001329,0.659587,2.001329,1.659587,-10.2400,-10.0200
0.668974,1.050162,0.659587,2.050162,1.659587,-10.2700,-10.0500
0.653747,1.083740,0.698244,2.083740,1.698244,-10.2900,-10.0600
0.631552,1.135683,0.862087,2.135683,1.862087,-10.3200,-10.0500
0.610112,1.189574,0.905461,2.189574,1.905461,-10.3500,-10.0700
0.596224,1.226616,0.949845,2.226616,1.949845,-10.3700,-10.0800
0.575983,1.283899,0.995262,2.283899,1.995262,-10.4000,-10.1000
0.569389,1.303462,0.995262,2.303462,1.995262,-10.4100,-10.1100
0.556429,1.343308,1.041738,2.343308,2.041738,-10.4300,-10.1200
0.543763,1.384129,1.041738,2.384129,2.041738,-10.4500,-10.1400
0.531385,1.425949,1.137962,2.425949,2.137962,-10.4700,-10.1400
0.519289,1.468790,1.137962,2.468790,2.137962,-10.4900,-10.1600
0.513345,1.490600,1.089296,2.490600,2.089296,-10.5000,-10.1800
0.495917,1.557623,1.089296,2.557623,2.089296,-10.5300,-10.2100
0.484629,1.603663,1.089296,2.603663,2.089296,-10.5500,-10.2300
0.468176,1.674821,1.137962,2.674821,2.137962,-10.5800,-10.2500
0.462817,1.699112,1.089296,2.699112,2.089296,-10.5900,-10.2700
0.436927,1.825005,1.290868,2.825005,2.290868,-10.6400,-10.2800
0.426982,1.877494,1.290868,2.877494,2.290868,-10.6600,-10.3000
0.417263,1.931244,1.290868,2.931244,2.290868,-10.6800,-10.3200
0.407764,1.986283,1.344229,2.986283,2.344229,-10.7000,-10.3300
0.403097,2.014294,1.344229,3.014294,2.344229,-10.7100,-10.3400
0.393921,2.071321,1.398833,3.071321,2.398833,-10.7300,-10.3500
0.384954,2.129710,1.570396,3.129710,2.570396,-10.7500,-10.3400
0.376192,2.189494,1.570396,3.189494,2.570396,-10.7700,-10.3600
0.371886,2.219918,1.630268,3.219918,2.630268,-10.7800,-10.3600
0.417263,1.931244,5.606934,2.931244,6.606934,-10.6800,-9.8600
1.048116,0.539877,1.691535,1.539877,2.691535,-9.8800,-9.4500
0.823018,0.782863,1.691535,1.782863,2.691535,-10.0900,-9.6600
0.653747,1.083740,1.691535,2.083740,2.691535,-10.2900,-9.8600
0.537538,1.404913,1.951209,2.404913,2.951209,-10.4600,-9.9900
0.457519,1.723695,2.019952,2.723695,3.019952,-10.6000,-10.1200
0.393921,2.071321,2.311311,3.071321,3.311311,-10.7300,-10.2100
0.343091,2.443213,2.548134,3.443213,3.548134,-10.8500,-10.3000
0.309321,2.758623,2.715352,3.758623,3.715352,-10.9400,-10.3700
0.275683,3.150304,3.168694,4.150304,4.168694,-11.0400,-10.4200
0.248547,3.544067,3.677351,4.544067,4.677351,-11.1300,-10.4600
0.229303,3.880137,4.248075,4.880137,5.248075,-11.2000,-10.4800
0.213998,4.190764,4.754399,5.190764,5.754399,-11.2600,-10.5000
0.197428,4.581572,5.025596,5.581572,6.025596,-11.3300,-10.5500
0.182142,5.005401,5.606934,6.005401,6.606934,-11.4000,-10.5800
1.162544,0.454947,0.318257,1.454947,1.318257,-9.7900,-9.6700
1.097512,0.500826,0.202264,1.500826,1.202264,-9.8400,-9.7600
0.902421,0.682330,0.513561,1.682330,1.513561,-10.0100,-9.8300
0.733516,0.923883,0.949845,1.923883,1.949845,-10.1900,-9.9000
0.617176,1.171390,1.290868,2.171390,2.290868,-10.3400,-9.9800
0.537538,1.404913,1.398833,2.404913,2.398833,-10.4600,-10.0800
0.473597,1.650817,1.691535,2.650817,2.691535,-10.5700,-10.1400
0.426982,1.877494,1.951209,2.877494,2.951209,-10.6600,-10.1900
0.389412,2.100343,2.162278,3.100343,3.162278,-10.7400,-10.2400
0.359260,2.313370,2.311311,3.313370,3.311311,-10.8100,-10.2900
0.331443,2.544676,2.548134,3.544676,3.548134,-10.8800,-10.3300
0.312903,2.721914,2.801894,3.721914,3.801894,-10.9300,-10.3500
0.295399,2.909830,2.981072,3.909830,3.981072,-10.9800,-10.3800
0.278875,3.109047,3.168694,4.109047,4.168694,-11.0300,-10.4100
0.263275,3.320226,3.466836,4.320226,4.466836,-11.0800,-10.4300
0.251426,3.498251,3.570882,4.498251,4.570882,-11.1200,-10.4600
0.240110,3.684756,3.570882,4.684756,4.570882,-11.1600,-10.5000
0.229303,3.880137,3.677351,4.880137,4.677351,-11.2000,-10.5300
0.218982,4.084809,4.128614,5.084809,5.128614,-11.2400,-10.5300
0.209127,4.299206,4.248075,5.299206,5.248075,-11.2800,-10.5600
0.202027,4.466658,4.248075,5.466658,5.248075,-11.3100,-10.5900
0.192934,4.699180,4.495409,5.699180,5.495409,-11.3500,-10.6100
0.186384,4.880781,4.623413,5.880781,5.623413,-11.3800,-10.6300
0.177996,5.132940,4.888437,6.132940,5.888437,-11.4200,-10.6500
0.171953,5.329870,5.165950,6.329870,6.165950,-11.4500,-10.6600
0.166115,5.533755,5.165950,6.533755,6.165950,-11.4800,-10.6900
0.160476,5.744839,5.606934,6.744839,6.606934,-11.5100,-10.6900
0.155028,5.963373,5.760830,6.963373,6.760830,-11.5400,-10.7100
0.149765,6.189618,6.413102,7.189618,7.413102,-11.5700,-10.7000
0.144680,6.423844,6.244360,7.423844,7.244360,-11.6000,-10.7400
2.886751,0.059049,-0.258690,1.059049,0.741310,-9.0000,-9.1300
2.401095,0.099649,0.122018,1.099649,1.122018,-9.1600,-9.1100
2.067328,0.144850,0.148154,1.144850,1.148154,-9.2900,-9.2300
1.842508,0.188241,0.071519,1.188241,1.071519,-9.3900,-9.3600
1.661152,0.234446,0.047129,1.234446,1.047129,-9.4800,-9.4600
1.532531,0.275491,-0.022763,1.275491,0.977237,-9.5500,-9.5600
1.430242,0.314494,-0.022763,1.314494,0.977237,-9.6100,-9.6200
1.334779,0.357250,0.122018,1.357250,1.122018,-9.6700,-9.6200
1.231429,0.412180,0.174898,1.412180,1.174898,-9.7400,-9.6700
1.162544,0.454947,0.122018,1.454947,1.122018,-9.7900,-9.7400
1.097512,0.500826,0.258925,1.500826,1.258925,-9.8400,-9.7400
1.048116,0.539877,0.202264,1.539877,1.202264,-9.8800,-9.8000
1.000943,0.581109,0.230269,1.581109,1.230269,-9.9200,-9.8300
0.966962,0.613519,0.148154,1.613519,1.148154,-9.9500,-9.8900
0.944951,0.635854,0.202264,1.635854,1.202264,-9.9700,-9.8900
0.912871,0.670482,0.230269,1.670482,1.230269,-10.0000,-9.9100
0.871785,0.718817,0.258925,1.718817,1.258925,-10.0400,-9.9400
0.842189,0.756749,0.318257,1.756749,1.318257,-10.0700,-9.9500
0.759293,0.879689,0.348963,1.879689,1.348963,-10.1600,-10.0300
0.661317,1.066847,0.548817,2.066847,1.548817,-10.2800,-10.0900
0.575983,1.283899,0.778279,2.283899,1.778279,-10.4000,-10.1500
0.513345,1.490600,0.862087,2.490600,1.862087,-10.5000,-10.2300
0.473597,1.650817,0.995262,2.650817,1.995262,-10.5700,-10.2700
0.832548,0.769722,0.445440,1.769722,1.445440,-10.0800,-9.9200
0.881880,0.706496,0.995262,1.706496,1.995262,-10.0300,-9.7300
0.934134,0.647245,1.570396,1.647245,2.570396,-9.9800,-9.5700
0.871785,0.718817,1.884032,1.718817,2.884032,-10.0400,-9.5800
0.832548,0.769722,1.630268,1.769722,2.630268,-10.0800,-9.6600
0.804284,0.809654,1.454709,1.809654,2.454709,-10.1100,-9.7200
0.795077,0.823308,1.511886,1.823308,2.511886,-10.1200,-9.7200
0.795077,0.823308,1.754229,1.823308,2.754229,-10.1200,-9.6800
0.813597,0.796173,1.754229,1.796173,2.754229,-10.1000,-9.6600
0.823018,0.782863,1.570396,1.782863,2.570396,-10.0900,-9.6800
0.832548,0.769722,1.454709,1.769722,2.454709,-10.0800,-9.6900
0.842189,0.756749,1.238721,1.756749,2.238721,-10.0700,-9.7200
0.832548,0.769722,1.187762,1.769722,2.187762,-10.0800,-9.7400
0.813597,0.796173,1.041738,1.796173,2.041738,-10.1000,-9.7900
0.785976,0.837137,0.995262,1.837137,1.995262,-10.1300,-9.8300
0.750601,0.894236,0.949845,1.894236,1.949845,-10.1700,-9.8800
0.716819,0.954282,0.949845,1.954282,1.949845,-10.2100,-9.9200
0.700502,0.985451,1.137962,1.985451,2.137962,-10.2300,-9.9000
0.684557,1.017405,1.041738,2.017405,2.041738,-10.2500,-9.9400
0.575983,1.283899,1.187762,2.283899,2.187762,-10.4000,-10.0600
0.484629,1.603663,1.398833,2.603663,2.398833,-10.5500,-10.1700
0.462817,1.699112,1.511886,2.699112,2.511886,-10.5900,-10.1900
0.441987,1.799223,1.691535,2.799223,2.691535,-10.6300,-10.2000
0.422094,1.904210,1.818383,2.904210,2.818383,-10.6700,-10.2200
0.403097,2.014294,1.951209,3.014294,2.951209,-10.7100,-10.2400
0.380548,2.159426,2.235937,3.159426,3.235937,-10.7600,-10.2500
0.363420,2.281852,2.311311,3.281852,3.311311,-10.8000,-10.2800
0.347064,2.410178,2.548134,3.410178,3.548134,-10.8400,-10.2900
0.331443,2.544676,2.801894,3.544676,3.801894,-10.8800,-10.3000
0.316526,2.685631,3.073803,3.685631,4.073803,-10.9200,-10.3100
0.302280,2.833343,3.168694,3.833343,4.168694,-10.9600,-10.3400
0.292018,2.948749,3.365158,3.948749,4.365158,-10.9900,-10.3500
0.278875,3.109047,3.677351,4.109047,4.677351,-11.0300,-10.3600
0.269407,3.234275,3.897788,4.234275,4.897788,-11.0600,-10.3700
0.260261,3.363958,3.786301,4.363958,4.786301,-11.0900,-10.4100
0.251426,3.498251,3.786301,4.498251,4.786301,-11.1200,-10.4400
0.242890,3.637313,3.677351,4.637313,4.677351,-11.1500,-10.4800
0.234644,3.781312,3.786301,4.781312,4.786301,-11.1800,-10.5000
0.229303,3.880137,3.570882,4.880137,4.570882,-11.2000,-10.5400
0.226678,3.930418,3.786301,4.930418,4.786301,-11.2100,-10.5300
0.213998,4.190764,4.370318,5.190764,5.370318,-11.2600,-10.5300
0.204366,4.410192,4.370318,5.410192,5.370318,-11.3000,-10.5700
0.197428,4.581572,5.165950,5.581572,6.165950,-11.3300,-10.5400
0.190726,4.759014,4.888437,5.759014,5.888437,-11.3600,-10.5900
1.084949,0.510389,2.235937,1.510389,3.235937,-9.8500,-9.3400
0.978159,0.602571,2.548134,1.602571,3.548134,-9.9400,-9.3900
0.892091,0.694335,3.168694,1.694335,4.168694,-10.0200,-9.4000
0.842189,0.756749,3.365158,1.756749,4.365158,-10.0700,-9.4300
0.813597,0.796173,3.365158,1.796173,4.365158,-10.1000,-9.4600
0.804284,0.809654,3.265795,1.809654,4.265795,-10.1100,-9.4800
0.795077,0.823308,3.365158,1.823308,4.365158,-10.1200,-9.4800
0.776979,0.851142,3.265795,1.851142,4.265795,-10.1400,-9.5100
0.776979,0.851142,2.981072,1.851142,3.981072,-10.1400,-9.5400
0.776979,0.851142,2.981072,1.851142,3.981072,-10.1400,-9.5400
0.776979,0.851142,2.715352,1.851142,3.715352,-10.1400,-9.5700
0.759293,0.879689,2.630781,1.879689,3.630781,-10.1600,-9.6000
0.750601,0.894236,2.467369,1.894236,3.467369,-10.1700,-9.6300
0.733516,0.923883,2.467369,1.923883,3.467369,-10.1900,-9.6500
0.725119,0.938987,2.311311,1.938987,3.311311,-10.2000,-9.6800
0.700502,0.985451,2.235937,1.985451,3.235937,-10.2300,-9.7200
0.684557,1.017405,2.162278,2.017405,3.162278,-10.2500,-9.7500
0.668974,1.050162,2.090295,2.050162,3.090295,-10.2700,-9.7800
0.653747,1.083740,2.090295,2.083740,3.090295,-10.2900,-9.8000
0.631552,1.135683,2.090295,2.135683,3.090295,-10.3200,-9.8300
0.610112,1.189574,2.162278,2.189574,3.162278,-10.3500,-9.8500
0.589399,1.245478,2.467369,2.245478,3.467369,-10.3800,-9.8400
0.575983,1.283899,2.388442,2.283899,3.388442,-10.4000,-9.8700
0.562872,1.323264,2.388442,2.323264,3.388442,-10.4200,-9.8900
0.550059,1.363595,2.467369,2.363595,3.467369,-10.4400,-9.9000
0.537538,1.404913,2.548134,2.404913,3.548134,-10.4600,-9.9100
0.525302,1.447241,2.715352,2.447241,3.715352,-10.4800,-9.9100
0.513345,1.490600,2.630781,2.490600,3.630781,-10.5000,-9.9400
0.501660,1.535013,2.630781,2.535013,3.630781,-10.5200,-9.9600
0.484629,1.603663,2.890451,2.603663,3.890451,-10.5500,-9.9600
0.447105,1.773747,2.981072,2.773747,3.981072,-10.6200,-10.0200
0.412486,1.958601,3.168694,2.958601,4.168694,-10.6900,-10.0700
0.389412,2.100343,3.168694,3.100343,4.168694,-10.7400,-10.1200
0.923441,0.658787,1.884032,1.658787,2.884032,-9.9900,-9.5300
0.881880,0.706496,1.238721,1.706496,2.238721,-10.0300,-9.6800
0.832548,0.769722,1.137962,1.769722,2.137962,-10.0800,-9.7500
0.768085,0.865325,0.995262,1.865325,1.995262,-10.1500,-9.8500
0.676721,1.033682,1.089296,2.033682,2.089296,-10.2600,-9.9400
0.617176,1.171390,1.137962,2.171390,2.137962,-10.3400,-10.0100
0.562872,1.323264,1.290868,2.323264,2.290868,-10.4200,-10.0600
0.519289,1.468790,1.238721,2.468790,2.238721,-10.4900,-10.1400
0.462817,1.699112,1.511886,2.699112,2.511886,-10.5900,-10.1900
0.426982,1.877494,1.818383,2.877494,2.818383,-10.6600,-10.2100
0.407764,1.986283,1.570396,2.986283,2.570396,-10.7000,-10.2900
0.376192,2.189494,1.691535,3.189494,2.691535,-10.7700,-10.3400
0.355148,2.345261,1.754229,3.345261,2.754229,-10.8200,-10.3800
0.327649,2.579298,1.951209,3.579298,2.951209,-10.8900,-10.4200
0.309321,2.758623,2.311311,3.758623,3.311311,-10.9400,-10.4200
0.288675,2.988125,2.548134,3.988125,3.548134,-11.0000,-10.4500
0.275683,3.150304,2.630781,4.150304,3.630781,-11.0400,-10.4800
0.260261,3.363958,2.890451,4.363958,3.890451,-11.0900,-10.5000
0.251426,3.498251,2.890451,4.498251,3.890451,-11.1200,-10.5300
0.617176,1.171390,0.905461,2.171390,1.905461,-10.3400,-10.0600
0.624323,1.153427,0.819701,2.153427,1.819701,-10.3300,-10.0700
0.603128,1.207982,0.318257,2.207982,1.318257,-10.3600,-10.2400
0.575983,1.283899,0.202264,2.283899,1.202264,-10.4000,-10.3200
0.550059,1.363595,0.202264,2.363595,1.202264,-10.4400,-10.3600
0.531385,1.425949,0.230269,2.425949,1.230269,-10.4700,-10.3800
